#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-25T16:21:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5baa5fdab92b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&tab:{I/345/rvstdcat}&tab:{I/345/rvstdmes}&tab:{I/345/allwise}&tab:{I/345/iers}&tab:{I/345/cepheid}&tab:{I/345/rrlyrae}&tab:{I/345/lpv}&tab:{I/345/varres}&tab:{I/345/shortts}&tab:{I/345/tsstat}&tab:{I/345/numtrans}&tab:{I/345/transits}&tab:{I/345/rm}&tab:{I/345/rmseg}&tab:{I/345/rmout}&tab:{I/345/ssoobj}&tab:{I/345/ssoorb}&tab:{I/345/ssores}&tab:{I/345/ssoobs}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&key:source=gaia+dr2&HTTPPRM:&&-ref=VIZ5baa5fdab92b&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c=cg 30
#-c.eq=J2000
#-c.r=  2
#-c.u=deg
#-c.geom=r
#-source=I/345/gaia2,I/345/rvstdcat,I/345/rvstdmes,I/345/allwise,I/345/iers,I/345/cepheid,I/345/rrlyrae,I/345/lpv,I/345/varres,I/345/shortts,I/345/tsstat,I/345/numtrans,I/345/transits,I/345/rm,I/345/rmseg,I/345/rmout,I/345/ssoobj,I/345/ssoorb,I/345/ssores,I/345/ssoobs
#-out.orig=standard
#-order=I
#-sort=RA_ICRS
#-out=Plx
#Plx=>2.10 and < 4.04
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Gmag
#-out=e_Gmag
#-out=BPmag
#-out=e_BPmag
#-out=RPmag
#-out=e_RPmag
#-out=RV
#-out=e_RV
#VC=VC
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#Simbad=Simbad
#LC=LC
#astorb=astorb
#
#INFO	CatalogsExamined=20	
#  20 catalogues with potential matches were examined.
#
#INFO	-c=122.386750-36.083450,rd=2.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F8.6)	Distance from center (122.38675000000-36.08345000000)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_r	_RAJ2000	_DEJ2000	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	e_Gmag	BPmag	e_BPmag	RPmag	e_RPmag	RV	e_RV
1.332946	121.1139149571923	-36.9379455502468	    3.2865	 0.6954	  -10.976	 1.184	    7.030	 1.404	20.2934	0.0066	20.1660	0.0847	20.1136	0.1225	       	
1.808361	121.1144638372320	-34.6024788967233	    3.8655	 1.9601	   -1.738	 2.671	   -0.134	 4.805	20.9934	0.0180	21.3138	0.1972	19.9288	0.1768	       	
1.030507	121.1144875011425	-36.1594305475802	    2.2034	 1.4332	   -3.865	 1.769	    5.246	 3.292	20.7500	0.0117	21.2954	0.3136	19.4526	0.1569	       	
1.555136	121.1146237650827	-37.2571042088698	    2.7971	 0.3029	   -3.975	 0.508	    6.013	 0.549	19.3015	0.0034	20.7163	0.1526	18.0006	0.0180	       	
1.059655	121.1147105239216	-36.3472257929521	    3.1347	 1.3517	   -5.987	 2.283	    0.128	 3.708	20.8784	0.0141	21.3668	0.3770	19.8385	0.1124	       	
1.905947	121.1150115442989	-37.6954079972214	    2.3543	 1.3912	   12.991	 1.897	    1.224	 3.396	20.7491	0.0136	21.5789	0.1933	19.2943	0.0907	       	
1.030710	121.1156615969727	-36.1747316045217	    3.3453	 0.2727	   -2.879	 0.462	  -25.815	 0.485	19.1988	0.0026	20.7642	0.1278	17.9142	0.0133	       	
1.368857	121.1157367972288	-35.1852906265363	    2.2770	 0.9734	   -1.838	 1.598	    1.009	 2.795	20.7073	0.0098	21.4092	0.2513	19.5435	0.0773	       	
1.082097	121.1158244177864	-36.4307569478016	    2.4285	 0.2714	   -4.711	 0.332	   -0.633	 0.429	17.2127	0.0062	18.2331	0.0526	16.1332	0.0189	       	
1.040839	121.1160220214113	-36.2597550995409	    2.9008	 1.5454	   -3.388	 2.312	    9.439	 4.329	20.8726	0.0144	20.6648	0.2307	19.4598	0.1186	       	
1.370417	121.1160512852142	-36.9976841466961	    2.1348	 0.9873	   -2.108	 1.510	    1.792	 2.400	20.5980	0.0107	21.4623	0.2225	19.4560	0.2908	       	
1.146514	121.1162550400953	-36.6004766431902	    3.2398	 1.2591	    2.475	 1.616	   15.341	 4.035	20.7366	0.0127	21.0193	0.2663	19.2649	0.1055	       	
1.040194	121.1164492918818	-36.2579449750441	    2.7860	 0.9874	   -2.135	 1.251	   18.560	 1.474	19.8694	0.0109	20.5505	0.1145	18.2353	0.0302	       	
1.322826	121.1168422110519	-35.2554529735056	    3.3858	 1.0650	   -0.313	 1.659	    2.080	 2.527	20.6372	0.0114	20.9449	0.3243	18.8314	0.0279	       	
1.190363	121.1173674994816	-35.4863399141135	    2.2524	 0.2427	   -5.486	 0.379	    7.296	 0.425	19.0272	0.0028	20.3853	0.1048	17.7706	0.0153	       	
1.554434	121.1180314127388	-34.9217729660901	    2.1707	 0.5930	   -2.166	 0.879	    7.923	 1.091	20.2282	0.0057	21.5886	0.2974	18.8331	0.0359	       	
1.546759	121.1181276379388	-37.2483539805733	    2.3210	 0.1450	    3.717	 0.226	   -9.232	 0.232	18.1736	0.0020	19.2384	0.0304	17.0475	0.0088	       	
1.140815	121.1186145652664	-35.5889024932964	    2.5293	 0.6987	   -4.364	 1.137	  -12.359	 1.233	20.3030	0.0061	21.7184	0.3085	18.9972	0.0275	       	
1.319348	121.1186800341585	-35.2591132609330	    2.5934	 0.8705	    1.141	 1.260	    1.521	 1.542	20.4387	0.0080	21.5210	0.2839	18.9846	0.0466	       	
1.312473	121.1192719324615	-36.9107513597566	    3.0781	 1.0271	    0.814	 1.749	   -7.219	 2.329	20.7427	0.0123	21.4721	0.1488	19.3939	0.0768	       	
1.056714	121.1193908911644	-35.8304270977322	    3.5359	 0.0261	  -21.033	 0.042	   17.052	 0.043	12.4587	0.0002	12.8628	0.0012	11.9125	0.0007	  26.99	 0.84
1.249235	121.1193442570708	-36.8053562830380	    2.4520	 0.9909	    1.500	 1.608	   -5.666	 2.702	20.6943	0.0114	21.3300	0.2583	19.0646	0.0581	       	
1.198965	121.1197845432931	-36.7138777918234	    3.2567	 1.3726	  -12.716	 2.143	   -6.820	 2.881	20.7564	0.0160	21.0258	0.0971	19.1563	0.0484	       	
1.024222	121.1204851236574	-36.1332972732494	    3.0215	 1.3679	    1.145	 1.857	    0.434	 4.380	20.8480	0.0120	21.4833	0.3220	19.5886	0.0827	       	
1.984185	121.1209525417585	-34.3898399665206	    2.4704	 0.8986	    1.262	 1.170	   -0.002	 1.739	20.7076	0.0103	20.9900	0.3174	19.6684	0.0671	       	
1.023311	121.1211671866733	-36.0567928472779	    2.5842	 0.7602	   -0.945	 1.088	    1.057	 1.572	20.4651	0.0078	21.2172	0.2094	19.4447	0.0738	       	
1.199740	121.1216361309458	-36.7178111345374	    2.4566	 0.1653	   -4.264	 0.254	  -15.605	 0.256	18.5508	0.0018	20.0232	0.0670	17.3072	0.0090	       	
1.466041	121.1217141667476	-37.1409647326047	    2.1113	 0.7374	    3.786	 1.261	    4.001	 1.908	20.5831	0.0094	20.7195	0.2855	19.1253	0.1749	       	
1.051202	121.1221083616656	-36.3362165733190	    3.2191	 0.6237	    4.043	 1.042	    0.619	 1.127	17.8359	0.0074	18.5853	0.0163	16.6293	0.0050	       	
1.993407	121.1222682375501	-37.8017532273440	    2.6327	 1.8267	   -0.496	 2.381	    2.440	 3.927	20.9054	0.0158	20.7131	0.4212	19.9727	0.0977	       	
1.117661	121.1226410453927	-36.5434999416175	    2.6676	 0.7726	   -0.681	 1.158	    3.104	 1.400	20.3383	0.0068	       	      	       	      	       	
1.277468	121.1229358895785	-35.3227338575163	    2.8018	 1.0157	   -0.073	 1.506	    4.845	 2.692	20.6841	0.0103	21.2035	0.3069	19.4392	0.0653	       	
1.616339	121.1233621204843	-34.8370436149049	    2.5965	 0.2468	   -5.288	 0.380	   13.778	 0.406	19.0535	0.0025	20.6208	0.1051	17.7983	0.0117	       	
1.220614	121.1236826492808	-36.7594501464161	    2.2429	 1.0666	    0.290	 1.383	    0.779	 2.240	20.6808	0.0107	20.9968	0.2308	19.6881	0.1207	       	
1.852267	121.1237334636870	-34.5443653648613	    3.5961	 0.6843	   -4.527	 0.910	    5.393	 1.129	20.0676	0.0063	21.1294	0.1682	18.7155	0.0298	       	
1.020717	121.1237279079499	-36.0956237696766	    2.4843	 0.9818	   -1.635	 1.459	    7.841	 3.456	20.7644	0.0106	21.0202	0.1807	19.7360	0.0749	       	
1.298297	121.1240621974244	-35.2873957927566	    3.9260	 2.0463	   -3.619	 2.773	    7.709	 3.738	20.7479	0.0242	21.4022	0.2301	19.2932	0.1205	       	
1.359266	121.1242737123599	-35.1919076282944	    2.1831	 0.9325	   -1.526	 1.272	    7.741	 2.229	20.5455	0.0094	21.6481	0.1860	19.4309	0.0601	       	
1.109788	121.1243589128257	-35.6532054698104	    3.8779	 1.9949	   -1.970	 2.015	    0.627	 4.945	20.9906	0.0170	22.0691	0.3513	19.6608	0.0968	       	
1.898646	121.1244533619131	-34.4886727832046	    2.3763	 1.0383	   -1.738	 1.137	    1.384	 2.419	20.4450	0.0090	21.3699	0.1597	19.2894	0.0738	       	
1.086879	121.1245724801317	-36.4654194698220	    2.7017	 1.4699	    1.303	 2.348	   -5.521	 3.919	20.8636	0.0116	20.8488	0.1055	19.8260	0.0793	       	
1.030030	121.1252774953899	-35.9430806169314	    2.6956	 0.0185	   -9.766	 0.029	    8.043	 0.030	13.9695	0.0002	14.6565	0.0013	13.1833	0.0010	       	
1.025275	121.1255981914350	-36.2010925081623	    3.7979	 1.7366	  -16.060	 2.527	   15.570	 3.480	20.8940	0.0163	21.8340	0.2017	19.7491	0.1086	       	
1.525410	121.1257784068535	-34.9549166551764	    2.2280	 0.6277	   -1.375	 0.895	    2.055	 1.002	20.2943	0.0060	21.0997	0.1432	19.1842	0.0339	       	
1.431521	121.1269220507310	-37.0964297932844	    2.3297	 0.2231	  -13.923	 0.425	   15.504	 0.409	19.0416	0.0026	20.2860	0.1001	17.8288	0.0139	       	
1.569089	121.1269634638874	-34.8960086070433	    2.3149	 0.9481	    1.768	 1.714	   -0.073	 2.621	20.5608	0.0116	20.7110	0.2510	19.3210	0.0825	       	
1.301241	121.1270995241696	-35.2794141597808	    3.2140	 2.0316	    2.183	 2.977	   -9.421	 4.800	20.9361	0.0174	21.0573	0.1900	19.4043	0.0968	       	
1.266734	121.1271560951705	-35.3361057477039	    3.5641	 1.4793	   -4.857	 2.081	    6.645	 4.883	20.9988	0.0158	22.0178	0.1852	19.4529	0.1061	       	
1.290675	121.1271275941596	-35.2964018507565	    3.7059	 0.4983	    3.012	 0.771	  -21.553	 0.777	19.9617	0.0051	21.6941	0.2218	18.6316	0.0256	       	
1.137062	121.1273402910089	-36.5969654212577	    2.9177	 0.1852	  -22.937	 0.313	   24.671	 0.300	18.7666	0.0024	20.3564	0.1006	17.5059	0.0084	       	
1.457422	121.1276324289230	-37.1334660665933	    3.5970	 0.0882	  -21.485	 0.151	   14.420	 0.145	17.4124	0.0012	18.6722	0.0244	16.2787	0.0057	       	
1.388824	121.1279045840053	-37.0355475952836	    2.4510	 1.5217	    1.711	 2.238	   -0.241	 2.771	20.7745	0.0145	       	      	       	      	       	
1.103517	121.1278942620665	-35.6623202382000	    2.9599	 1.0898	   14.836	 1.730	    0.842	 1.871	20.2584	0.0131	20.8341	0.1759	18.6624	0.0331	       	
1.550981	121.1282119829092	-34.9190028829907	    2.1180	 0.0219	    1.149	 0.035	   -4.324	 0.038	14.5140	0.0005	15.0683	0.0024	13.8242	0.0015	       	
1.250698	121.1285694733263	-36.8183299961437	    2.4936	 1.1249	   -5.066	 1.872	    2.903	 3.017	20.7565	0.0114	21.3592	0.2134	19.3387	0.0923	       	
1.667742	121.1290760573496	-37.4123621884597	    2.9855	 1.3214	   -2.389	 1.885	    6.737	 3.810	20.7636	0.0133	21.0612	0.1855	19.7540	0.1056	       	
1.259700	121.1291004699851	-35.3458496069368	    2.7431	 0.6570	   -2.909	 0.950	   17.210	 1.386	20.0450	0.0068	20.5771	0.0836	18.3162	0.0281	       	
1.371465	121.1291203036281	-37.0109301551314	    3.4050	 0.4605	   -2.145	 0.820	    3.760	 0.772	19.5687	0.0059	19.8496	0.0627	18.1291	0.0139	       	
1.276513	121.1293112011591	-36.8625756133125	    3.5866	 1.3196	  -10.295	 1.777	    2.410	 4.443	20.8981	0.0125	21.8607	0.2937	19.6424	0.0628	       	
1.700227	121.1295880455667	-34.7266886739308	    2.3884	 0.2016	   -5.493	 0.343	    7.262	 0.349	16.0205	0.0019	16.5358	0.0044	15.2702	0.0020	       	
1.372192	121.1297161558363	-37.0125056824065	    2.3261	 1.2980	   -3.224	 1.896	   -2.061	 4.751	20.7579	0.0129	20.8266	0.2193	19.8342	0.0996	       	
1.160813	121.1298644104507	-36.6519810434758	    2.4955	 1.6105	   -0.594	 2.074	    2.764	 2.295	20.6729	0.0132	20.8620	0.5434	19.2859	0.3893	       	
1.084475	121.1299208029117	-36.4700787362689	    2.7276	 0.6453	   -4.350	 1.010	    4.542	 1.193	19.9005	0.0059	20.6574	0.1334	18.7154	0.0388	       	
1.044111	121.1299388062967	-35.8480581257975	    3.9776	 2.1971	   -0.784	 3.182	   12.885	 4.204	20.8750	0.0169	       	      	       	      	       	
1.102142	121.1301988134421	-35.6618215325521	    2.1103	 0.0421	  -23.120	 0.067	    5.008	 0.072	16.2749	0.0006	17.2092	0.0055	15.3165	0.0020	       	
1.241400	121.1305174302010	-36.8044591986428	    3.0382	 0.8152	   -8.298	 1.148	    6.263	 1.923	20.5837	0.0093	20.8127	0.2932	19.2678	0.0895	       	
1.939759	121.1306431870381	-37.7430458254284	    2.2821	 1.0720	    0.685	 1.525	    2.319	 2.272	20.6653	0.0106	21.3347	0.2189	19.5336	0.0943	       	
1.135324	121.1311245762742	-35.5808318487659	    3.6328	 1.0187	   -7.199	 1.560	    4.784	 1.853	20.3269	0.0072	20.7717	0.2616	19.0538	0.0414	       	
1.840115	121.1312550416165	-37.6252273107433	    2.7025	 1.0145	   -1.119	 1.886	    8.180	 2.724	20.5973	0.0101	21.2678	0.0547	19.1007	0.0641	       	
1.036107	121.1313263047071	-36.3001763008665	    2.6424	 0.6501	   -3.878	 1.210	    4.913	 1.609	20.4439	0.0077	21.3175	0.1337	19.1579	0.0538	       	
1.021839	121.1314225881931	-35.9676435072649	    2.2943	 1.0352	   -1.971	 1.298	    4.206	 3.415	20.6650	0.0102	21.4516	0.5604	19.1826	0.2756	       	
1.310497	121.1316074560851	-36.9198140330835	    2.1831	 0.1128	   -7.371	 0.194	    7.106	 0.196	17.3717	0.0014	19.0418	0.0245	16.0692	0.0050	       	
1.471810	121.1318715801529	-35.0233158759226	    3.1704	 0.7927	   -7.107	 0.995	    5.993	 2.205	20.3681	0.0071	21.7414	0.1832	18.8669	0.0299	       	
1.800203	121.1319325328728	-37.5775673529141	    2.3452	 0.8041	   -1.123	 1.072	   20.251	 1.040	19.5898	0.0130	       	      	       	      	       	
1.048833	121.1319738208379	-35.8221437013795	    3.1723	 1.6199	   -6.494	 3.330	   -0.589	 3.869	20.9983	0.0171	22.0982	0.3745	19.8751	0.1154	       	
1.758530	121.1320078647491	-37.5268137581717	    2.7915	 1.1766	    0.761	 1.606	    1.250	 2.730	20.7494	0.0144	21.3620	0.3021	19.6480	0.1201	       	
1.085070	121.1320188041420	-35.7037308046269	    2.3406	 1.2683	   -0.693	 1.878	    1.117	 1.869	20.7033	0.0170	21.3064	0.3729	18.9239	0.1004	       	
1.014002	121.1320542070572	-36.0979042903739	    2.4427	 1.1553	   -0.978	 1.488	    7.670	 2.987	20.5966	0.0152	20.8324	0.2466	19.1815	0.0519	       	
1.518775	121.1322306242511	-34.9589296417779	    3.7584	 0.1163	    0.524	 0.169	  -32.557	 0.197	17.7435	0.0016	19.2391	0.0207	16.5380	0.0047	       	
1.624045	121.1325010560533	-37.3589341026081	    2.1498	 1.5496	   -7.391	 2.261	    0.381	 4.040	20.7462	0.0136	20.5610	0.2348	19.4798	0.0713	       	
1.635892	121.1325548197177	-34.8058627012993	    2.1683	 0.1643	  -13.367	 0.270	   -7.322	 0.295	18.5299	0.0017	20.1154	0.0483	17.3117	0.0078	       	
1.020262	121.1325648327858	-35.9733323177756	    2.3328	 1.3106	   -3.651	 1.423	    4.896	 3.340	20.5792	0.0105	21.2136	0.2057	19.0647	0.0352	       	
1.803351	121.1325613688727	-34.5983660475645	    2.3011	 0.6464	   -1.574	 0.847	    5.441	 1.526	20.0303	0.0057	20.7424	0.1257	19.0770	0.0433	       	
1.248670	121.1326038171619	-35.3606219432019	    2.1508	 1.1918	   -3.293	 1.885	    0.841	 3.876	20.6582	0.0111	21.7936	0.2457	19.3337	0.0829	       	
1.013718	121.1332416203084	-36.1275110850917	    3.5425	 1.0308	   -3.613	 1.577	   -0.671	 3.086	20.7098	0.0112	21.4386	0.3035	19.4054	0.0728	       	
1.025626	121.1332827829808	-36.2506564336550	    3.7346	 1.1152	    1.135	 1.767	    9.782	 1.526	20.2351	0.0132	20.6487	0.2229	18.3255	0.0667	       	
1.235164	121.1333029493495	-36.7968138320603	    2.4818	 0.9388	   -1.341	 1.431	    5.327	 2.287	20.7111	0.0097	21.2810	0.1962	19.4998	0.0814	       	
1.627666	121.1334099871855	-37.3641982619389	    2.1839	 1.3969	    2.504	 1.851	    5.838	 3.505	20.8711	0.0136	20.9937	0.2113	19.7033	0.1150	       	
1.679321	121.1336271427701	-34.7502952956069	    2.2320	 0.5809	    1.271	 0.974	    2.297	 1.065	20.3013	0.0071	21.0327	0.1593	19.2129	0.0669	       	
1.895119	121.1336565516562	-34.4880149799395	    2.8999	 0.6584	   -0.394	 0.866	   -2.424	 1.019	20.2725	0.0065	21.4023	0.1625	19.0568	0.0426	       	
1.757621	121.1341155324248	-34.6531121037407	    2.1474	 0.2675	   -6.845	 0.413	    6.361	 0.464	19.0564	0.0028	20.5866	0.0751	17.8149	0.0408	       	
1.163954	121.1347615468813	-35.5145082296619	    3.6599	 0.5310	    4.024	 0.765	    3.111	 0.828	19.5944	0.0057	20.5266	0.0802	18.4064	0.0249	       	
1.234554	121.1353678279866	-35.3818485969467	    3.3219	 1.5922	   -2.208	 1.950	    5.912	 3.011	20.8615	0.0132	       	      	       	      	       	
1.014699	121.1357024567271	-36.0039691708804	    2.3743	 0.3440	   -6.978	 0.517	    2.123	 0.587	19.5179	0.0038	20.8690	0.1076	18.2897	0.0265	       	
1.018866	121.1357307835419	-36.2158455037478	    3.5400	 0.0740	   -7.899	 0.122	  -54.527	 0.119	17.1794	0.0009	18.4335	0.0128	16.0624	0.0044	       	
1.431999	121.1358314737830	-35.0757306869652	    2.2626	 0.0188	   -6.521	 0.028	    9.352	 0.031	13.9466	0.0002	14.4269	0.0013	13.3241	0.0011	       	
1.567232	121.1359089719535	-34.8922786535540	    2.3677	 0.4225	    0.518	 0.647	   12.939	 0.761	19.7912	0.0048	21.1215	0.1126	18.4055	0.0318	       	
1.795314	121.1359432135201	-34.6061888177450	    2.4306	 1.3721	   -3.240	 1.797	    3.190	 3.358	20.7605	0.0107	20.8905	0.3113	19.8034	0.1027	       	
1.099843	121.1360803292316	-36.5236324287180	    2.1585	 0.5374	   -5.923	 0.961	    0.253	 0.947	18.4937	0.0043	19.0118	0.0401	17.6386	0.0134	       	
1.829538	121.1369715654173	-34.5643397777158	    2.1278	 0.0275	   -1.953	 0.039	   -7.917	 0.047	14.9764	0.0005	15.5571	0.0025	14.2531	0.0024	       	
1.566013	121.1369503834995	-34.8930732068767	    2.4500	 0.9554	    2.194	 1.265	   -4.344	 3.039	20.6557	0.0113	21.0992	0.1235	19.4316	0.0890	       	
1.456218	121.1377715346275	-37.1396452515357	    2.1292	 0.8558	   -1.859	 1.260	    1.623	 1.966	20.4904	0.0093	21.1382	0.1763	19.5171	0.0802	       	
1.068216	121.1381625757844	-36.4405366433433	    2.3979	 0.6831	   -2.588	 1.026	   -1.889	 1.441	20.4498	0.0080	21.0215	0.1519	19.4167	0.0697	       	
1.014237	121.1384063371014	-36.1946973918806	    2.4426	 1.1578	    5.282	 1.861	   -0.992	 2.909	20.4207	0.0107	       	      	       	      	       	
1.601088	121.1389461621003	-34.8462096058895	    2.6664	 0.6583	  -12.257	 1.024	  -13.126	 1.228	20.3038	0.0065	21.2803	0.2329	18.9094	0.0235	       	
1.734868	121.1391093619915	-37.5017980011856	    2.4615	 0.7705	   -2.105	 1.100	    4.608	 1.366	20.4042	0.0077	20.6469	0.2022	19.5031	0.1102	       	
1.412491	121.1392095215057	-35.1006295167244	    2.6746	 1.1729	   -5.258	 1.811	    7.388	 2.602	20.6864	0.0119	21.2766	0.2622	19.6365	0.0868	       	
1.760217	121.1393894498744	-37.5329767379538	    2.4126	 0.8215	   -4.158	 1.126	    2.726	 2.161	20.4643	0.0109	20.8812	0.1159	18.9299	0.0664	       	
1.305386	121.1393988843771	-36.9193338648683	    2.2008	 1.0436	   -3.585	 1.641	   -1.023	 3.045	20.5195	0.0094	20.5677	0.2619	19.4059	0.0676	       	
1.547684	121.1393035865447	-37.2643770930087	    3.0759	 0.0247	   19.617	 0.038	    0.725	 0.040	14.4786	0.0003	15.1119	0.0016	13.7132	0.0010	       	
1.240479	121.1394224405967	-36.8129490032941	    2.5025	 1.4415	   -1.962	 1.860	    7.384	 4.604	20.9968	0.0166	21.4679	0.2374	20.0079	0.1303	       	
1.336264	121.1394840606058	-35.2126181041585	    3.0329	 1.0787	   -5.011	 2.753	    0.255	 2.628	20.7292	0.0120	21.4898	0.2344	19.6592	0.0830	       	
1.694423	121.1398896231851	-37.4522297893466	    2.7482	 0.5050	   -2.853	 0.774	    1.161	 0.840	19.8770	0.0068	20.0921	0.0645	18.6086	0.0312	       	
1.811522	121.1401739927607	-37.5955570071436	    3.0792	 1.4452	   -2.068	 2.057	    2.006	 3.476	20.7438	0.0156	20.9335	0.1797	19.6482	0.1484	       	
1.511207	121.1404539112188	-34.9632583938277	    2.4293	 0.2856	   -8.404	 0.413	    7.100	 0.475	16.2118	0.0012	16.9897	0.0055	15.3022	0.0017	       	
1.045350	121.1405973407724	-36.3702739085831	    2.2339	 1.3087	    1.322	 2.386	    3.937	 3.286	20.9070	0.0135	       	      	       	      	       	
1.953451	121.1408785276830	-34.4158292574244	    3.2732	 1.3043	    2.560	 1.503	    3.916	 2.437	20.8712	0.0123	21.3494	0.2644	19.7866	0.1332	       	
1.738880	121.1410597637870	-34.6720375605206	    2.2545	 0.9214	   -7.417	 1.459	    8.111	 2.215	20.6992	0.0098	21.4536	0.2998	19.4384	0.0558	       	
1.806040	121.1410522419145	-37.5894095547454	    2.1627	 0.1385	    2.004	 0.211	   -4.124	 0.229	17.8299	0.0016	19.0833	0.0620	16.6544	0.0061	       	
1.360054	121.1415122017690	-35.1749773372481	    2.5535	 1.2809	   -4.763	 2.037	    4.527	 2.896	20.7881	0.0128	22.1195	0.2936	19.5293	0.0634	       	
1.092997	121.1418134609579	-36.5170211668043	    2.1397	 0.6951	   -1.547	 1.200	   -2.227	 1.312	20.3415	0.0069	20.6920	0.1486	19.4965	0.0813	       	
1.367938	121.1419678791334	-35.1628608654060	    2.7042	 1.2067	   -7.527	 1.595	   -5.729	 2.422	20.5179	0.0125	20.7163	0.1855	18.9449	0.0703	       	
1.219464	121.1419723452998	-36.7791946547951	    2.6653	 0.0393	    3.691	 0.061	  -14.986	 0.076	 9.1815	0.0007	 9.2857	0.0019	 9.0310	0.0019	       	
1.098324	121.1420495891709	-36.5309731556557	    2.4232	 0.6276	    3.593	 0.979	    1.143	 1.353	20.0469	0.0070	20.4313	0.0894	18.8271	0.0385	       	
1.040186	121.1423383000119	-36.3553945184348	    2.6472	 0.3829	  -18.846	 0.677	    4.740	 0.676	19.3522	0.0041	20.7166	0.1616	17.9758	0.0172	       	
1.553771	121.1426817988880	-37.2745930415492	    2.3074	 0.8444	   -2.177	 1.160	    0.220	 2.631	20.5340	0.0098	20.8865	0.2141	19.2927	0.0636	       	
1.007300	121.1427669063554	-36.1523143206917	    2.4396	 0.0534	  -10.866	 0.081	  -23.880	 0.086	16.4754	0.0007	17.5413	0.0133	15.4355	0.0025	       	
1.240384	121.1429259376571	-36.8166755724686	    2.3368	 0.6875	    0.456	 1.071	    2.552	 1.604	20.4242	0.0083	20.5319	0.1323	19.1437	0.0365	       	
